🕘️更新时间,#genre#
CCTV-8,http://www.wxzmz.com:8800/udp/239.49.8.77:8000
CCTV-8,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.175:8001
CCTV-8,http://dentist.dsmv.top:7777/udp/239.49.8.77:8000
CCTV-8,http://192.151.150.154/live/cctv8hd.m3u8
CCTV-9,http://miwifi.dbus.io:8622/rtp/239.3.1.62:8112
CCTV-9,http://www.wxzmz.com:8800/udp/239.49.8.53:9814
CCTV-9,http://dentist.dsmv.top:7777/udp/239.49.8.53:9814
CCTV-9,http://192.151.150.154/live/cctv9hd.m3u8
CCTV-9,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv9hd
CCTV-10,http://www.wxzmz.com:8800/udp/239.49.8.54:9818
CCTV-10,http://dentist.dsmv.top:7777/udp/239.49.8.54:9818
CCTV-10,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.63:8116
CCTV-10,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv10hd
CCTV-10,http://107.150.60.122/live/cctv10hd.m3u8
CCTV-11,http://www.wxzmz.com:8800/udp/239.49.0.127:8000
CCTV-11,http://dentist.dsmv.top:7777/udp/239.49.0.127:8000
CCTV-11,http://miwifi.dbus.io:8622/rtp/239.3.1.152:8120
CCTV-11,http://192.151.150.154/live/cctv11hd.m3u8
CCTV-11,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv11hd
CCTV-12,http://www.wxzmz.com:8800/udp/239.49.8.135:6000
CCTV-12,http://dentist.dsmv.top:7777/udp/239.49.8.135:6000
CCTV-12,http://192.151.150.154/live/cctv12hd.m3u8
CCTV-12,http://107.150.60.122/live/cctv12hd.m3u8
CCTV-12,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv12hd
CCTV-13,http://183.62.8.58:50085/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://miwifi.dbus.io:8622/rtp/239.3.1.124:8128
CCTV-13,http://192.151.150.154/live/cctv13hd.m3u8
CCTV-13,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv13hd
CCTV-13,http://107.150.60.122/live/cctv13hd.m3u8
CCTV-14,http://dentist.dsmv.top:7777/udp/239.49.8.56:9826
CCTV-14,http://www.wxzmz.com:8800/udp/239.49.8.56:9826
CCTV-14,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.65:8132
CCTV-14,http://192.151.150.154/live/cctv14hd.m3u8
CCTV-14,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv14hd
CCTV-15,http://www.wxzmz.com:8800/udp/239.49.0.128:8000
CCTV-15,http://dentist.dsmv.top:7777/udp/239.49.0.128:8000
CCTV-15,http://107.150.60.122/live/cctv15hd.m3u8
CCTV-15,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv15hd
CCTV-15,http://192.151.150.154/live/cctv15hd.m3u8
CCTV-16,http://www.wxzmz.com:8800/udp/239.49.8.31:8000
CCTV-16,http://dentist.dsmv.top:7777/udp/239.49.8.31:8000
CCTV-16,http://miwifi.dbus.io:8622/rtp/239.3.1.184:8001
CCTV-16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV-16,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv16hd
CCTV-17,http://dentist.dsmv.top:7777/udp/239.49.8.132:6000
CCTV-17,http://www.wxzmz.com:8800/udp/239.49.8.132:6000
CCTV-17,http://192.151.150.154/live/cctv17hd.m3u8
CCTV-17,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv17hd
CCTV-17,http://107.150.60.122/live/cctv17hd.m3u8
CCTV-4K超高清,http://14.153.167.94:4022/rtp/239.77.0.194:5146
CCTV-4K超高清,http://183.237.95.108:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4K超高清,http://183.10.180.142:202/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-4K超高清,http://120.198.84.146:9901/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4K超高清,http://107.150.60.122/live/cctv4k.m3u8
CCTV-8K超高清,http://107.150.60.122/live/cctv8k.m3u8
CCTV-8K超高清,http://192.151.150.154/live/cctv8k.m3u8
CCTV-风云剧场,http://113.100.14.187:40000/rtp/239.253.43.16:5146
CCTV-风云剧场,http://183.237.95.108:9901/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-风云剧场,http://14.153.167.94:4022/rtp/239.253.43.26:5146
CCTV-风云剧场,http://183.10.180.142:202/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-风云剧场,http://14.145.187.131:4022/rtp/239.253.43.16:5146
CCTV-风云足球,http://113.100.14.187:40000/rtp/239.253.43.14:5146
CCTV-风云足球,http://14.153.167.94:4022/rtp/239.253.43.14:5146
CCTV-风云足球,http://14.145.187.131:4022/rtp/239.253.43.14:5146
CCTV-风云足球,http://192.151.150.154/live/fyzq.m3u8
CCTV-风云足球,http://120.198.84.146:9901/tsfile/live/1086_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-高尔夫网球,http://113.100.14.187:40000/rtp/239.253.43.22:5146
CCTV-高尔夫网球,http://113.100.14.187:40000/rtp/239.253.43.12:5146
CCTV-高尔夫网球,http://14.145.187.131:4022/rtp/239.253.43.12:5146
CCTV-高尔夫网球,http://14.153.167.94:4022/rtp/239.253.43.12:5146
CCTV-高尔夫网球,http://14.153.167.94:4022/rtp/239.253.43.22:5146
CCTV-世界地理,http://183.237.95.108:9901/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-世界地理,http://113.100.14.187:40000/rtp/239.253.43.24:5146
CCTV-世界地理,http://14.153.167.94:4022/rtp/239.253.43.7:5146
CCTV-世界地理,http://14.145.187.131:4022/rtp/239.253.43.24:5146
CCTV-世界地理,http://14.153.167.94:4022/rtp/239.253.43.24:5146
CCTV-第一剧场,http://183.237.95.108:9901/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-第一剧场,http://113.100.14.187:40000/rtp/239.253.43.15:5146
CCTV-第一剧场,http://14.153.167.94:4022/rtp/239.253.43.28:5146
CCTV-第一剧场,http://14.153.167.94:4022/rtp/239.253.43.15:5146
CCTV-第一剧场,http://14.145.187.131:4022/rtp/239.253.43.28:5146
CCTV-怀旧剧场,http://14.153.167.94:4022/rtp/239.253.43.5:5146
CCTV-怀旧剧场,http://14.153.167.94:4022/rtp/239.253.43.25:5146
CCTV-怀旧剧场,http://14.145.187.131:4022/rtp/239.253.43.5:5146
CCTV-怀旧剧场,http://113.100.14.187:40000/rtp/239.253.43.25:5146
CCTV-怀旧剧场,http://183.10.180.142:202/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&down=1
CETV-1,http://113.100.14.187:40000/rtp/239.77.0.200:5146
CETV-1,http://14.153.167.94:4022/rtp/239.77.1.222:5146
CETV-1,http://14.153.167.94:4022/rtp/239.77.0.200:5146
CETV-1,http://14.145.187.131:4022/rtp/239.77.0.200:5146
CETV-1,http://120.198.84.146:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
CETV-2,https://t.freetv.fun/live/cetv2-1.m3u8
CETV-2,https://t.freetv.fun/live/cetv2-2.m3u8
CETV-2,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv2/50/20240709/index.m3u8?msisdn=20260725151501e5fe13b31efd4da9bae26180ec77ddb9&mdspid=&spid=699004&netType=0&sid=5910022152&pid=2028597139&timestamp=20260725151501&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=923287211&ParentNodeID=-99&assertID=5910022152&client_ip=183.241.194.208&SecurityKey=20260725151501&promotionId=&mvid=5900006638&mcid=500020&playurlVersion=WX-A1-9.6.1.6-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=da90f4b3ab59ce88fef856b5991cbbdc&ddCalcu=cddaeb92b03cf0149b935abb65598cfee8f8
CETV-4,http://14.153.167.94:4022/rtp/239.253.43.40:5146
CETV-4,http://14.153.167.94:4022/rtp/239.253.43.114:5146
CETV-4,http://113.100.14.187:40000/rtp/239.253.43.114:5146
CETV-4,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001348/index.m3u8?streamid=37d60172a2bbb0d41f072d29213e6264&streamkey=06Au6xOXDlDEaapIVa7cpJhfzHs3AaqeIMjrUSQi1ZhQNbtlQYu45U2p26oN78H5M54F7fWWjiWa5JbgizqfzftqDt06P5Nj3CWuFMU3yFOgiX5n&token=1776221467-8fa99b3b879bacd8-0-b09602326b577119089417591328a91d
CETV-4,https://t.freetv.fun/live/cetv4.m3u8

📡卫视频道,#genre#
广东卫视,http://183.62.8.58:50085/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://www.wxzmz.com:8800/udp/239.49.8.13:9422
广东卫视,http://dentist.dsmv.top:7777/udp/239.49.8.13:9422
广东卫视,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.142:8048
广东卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.142:8048
深圳卫视,http://183.62.8.58:50085/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://120.198.95.220:9901/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&down=1
深圳卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.134:8020
深圳卫视,http://www.wxzmz.com:8800/udp/239.49.8.145:6000
深圳卫视,http://dentist.dsmv.top:7777/udp/239.49.8.145:6000
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/720p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.137:8036
浙江卫视,http://www.wxzmz.com:8800/udp/239.49.8.139:6000
浙江卫视,http://192.151.150.154/live/zjwshd.m3u8
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://8.138.7.223/tv/api.php?id=hnws4k
湖南卫视,http://www.wxzmz.com:8800/udp/239.49.8.12:9418
湖南卫视,http://192.151.150.154/live/hnwshd.m3u8
北京卫视,http://183.62.8.58:50085/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://120.198.95.220:9901/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&down=1
北京卫视,http://www.wxzmz.com:8800/udp/239.49.8.11:9414
北京卫视,http://dentist.dsmv.top:7777/udp/239.49.8.11:9414
北京卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.241:8000
湖北卫视,http://183.62.8.58:50085/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.138:8044
湖北卫视,http://183.10.180.142:202/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&down=1
湖北卫视,http://www.wxzmz.com:8800/udp/239.49.8.8:9632
湖北卫视,http://dentist.dsmv.top:7777/udp/239.49.8.8:9632
黑龙江卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.133:8016
黑龙江卫视,http://www.wxzmz.com:8800/udp/239.49.8.14:9426
黑龙江卫视,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.133:8016
黑龙江卫视,http://dentist.dsmv.top:7777/udp/239.49.8.14:9426
黑龙江卫视,http://183.10.180.142:202/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&down=1
安徽卫视,http://183.62.8.58:50085/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.211:8064
安徽卫视,http://www.wxzmz.com:8800/udp/239.49.8.204:6000
安徽卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.211:8064
安徽卫视,http://dentist.dsmv.top:7777/udp/239.49.8.204:6000
重庆卫视,http://www.wxzmz.com:8800/udp/239.49.8.149:6000
重庆卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.122:8160
重庆卫视,http://dentist.dsmv.top:7777/udp/239.49.8.149:6000
重庆卫视,http://107.150.60.122/live/cqwshd.m3u8
重庆卫视,http://192.151.150.154/live/cqwshd.m3u8
东方卫视,http://183.62.8.58:50085/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.136:8032
东方卫视,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.136:8032
东方卫视,http://www.wxzmz.com:8800/udp/239.49.8.140:6000
东方卫视,http://dentist.dsmv.top:7777/udp/239.49.8.140:6000
东南卫视,http://183.62.8.58:50085/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.156:8148
东南卫视,http://www.wxzmz.com:8800/udp/239.49.8.112:8000
东南卫视,http://dentist.dsmv.top:7777/udp/239.49.8.112:8000
东南卫视,http://183.10.180.142:202/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&down=1
甘肃卫视,http://113.100.14.187:40000/rtp/239.77.0.189:5146
甘肃卫视,http://14.153.167.94:4022/rtp/239.77.0.189:5146
甘肃卫视,http://dentist.dsmv.top:7777/udp/239.49.0.250:8000
甘肃卫视,http://www.wxzmz.com:8800/udp/239.49.0.250:8000
甘肃卫视,http://14.145.187.131:4022/rtp/239.77.0.189:5146
广西卫视,http://183.62.8.58:50085/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://183.10.180.142:202/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&down=1
广西卫视,http://www.wxzmz.com:8800/udp/239.49.8.10:8000
广西卫视,http://dentist.dsmv.top:7777/udp/239.49.8.10:8000
广西卫视,http://192.151.150.154/live/gxwshd.m3u8
贵州卫视,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.149:8076
贵州卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.149:8076
贵州卫视,http://www.wxzmz.com:8800/udp/239.49.8.49:8000
贵州卫视,http://dentist.dsmv.top:7777/udp/239.49.8.49:8000
贵州卫视,http://120.198.84.146:9901/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://122.224.58.42:85/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://183.10.180.142:202/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&down=1
海南卫视,http://www.wxzmz.com:8800/udp/239.49.8.83:8000
海南卫视,http://14.153.167.94:4022/rtp/239.253.43.101:5146
海南卫视,http://dentist.dsmv.top:7777/udp/239.49.8.83:8000
河北卫视,http://183.62.8.58:50085/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.148:8072
河北卫视,http://183.10.180.142:202/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&down=1
河北卫视,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.148:8072
河北卫视,http://www.wxzmz.com:8800/udp/239.49.8.114:8000
河南卫视,http://183.62.8.58:50085/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://183.237.95.108:9901/tsfile/live/1085_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://www.wxzmz.com:8800/udp/239.49.8.29:8000
河南卫视,http://183.10.180.142:202/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&down=1
河南卫视,http://120.198.95.220:9901/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&down=1
吉林卫视,http://183.62.8.58:50085/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://122.224.58.42:85/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.240:8172
吉林卫视,http://www.wxzmz.com:8800/udp/239.49.8.113:8000
吉林卫视,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.240:8172
江苏卫视,http://183.62.8.58:50085/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.135:8028
江苏卫视,http://183.237.95.108:9901/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://www.wxzmz.com:8800/udp/239.49.8.138:6000
江苏卫视,http://116.77.239.26:44300/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://183.62.8.58:50085/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.123:8164
江西卫视,http://www.wxzmz.com:8800/udp/239.49.8.111:8000
江西卫视,http://183.10.180.142:202/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&down=1
江西卫视,http://dentist.dsmv.top:7777/udp/239.49.8.111:8000
辽宁卫视,http://183.62.8.58:50085/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.210:8056
辽宁卫视,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.210:8056
辽宁卫视,http://www.wxzmz.com:8800/udp/239.49.8.48:8000
辽宁卫视,http://116.77.239.26:44300/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
内蒙古卫视,http://pplee.vicp.net:4022/udp/233.18.204.217:5140
内蒙古卫视,http://h.vanshun.com:8802/udp/239.49.0.180:8000
内蒙古卫视,http://ikuai.ipddns.top:8888/rtp/239.3.1.43:8176
内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-2.m3u8
内蒙古卫视,https://t.freetv.fun/live/nei-meng-gu-wei-shi-4.m3u8
宁夏卫视,http://14.153.167.94:4022/rtp/239.77.0.49:5146
宁夏卫视,http://113.100.14.187:40000/rtp/239.77.0.49:5146
宁夏卫视,http://14.145.187.131:4022/rtp/239.77.1.246:5146
宁夏卫视,http://14.145.187.131:4022/rtp/239.77.0.49:5146
宁夏卫视,http://pplee.vicp.net:4022/udp/233.18.204.230:5140
青海卫视,http://home.szjim.top:4000/udp/239.253.43.125:5146
青海卫视,http://14.153.167.94:4022/rtp/239.253.43.125:5146
青海卫视,http://www.wxzmz.com:8800/udp/239.49.0.81:8000
青海卫视,http://192.151.150.154/live/qhws.m3u8
青海卫视,http://107.150.60.122/live/qhws.m3u8
山东卫视,http://183.62.8.58:50085/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.209:8052
山东卫视,http://183.10.180.142:202/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&down=1
山东卫视,http://www.wxzmz.com:8800/udp/239.49.8.7:9306
山东卫视,http://107.150.60.122/live/sdwshd.m3u8
山西卫视,http://h.vanshun.com:8802/udp/239.49.0.67:8528
山西卫视,http://ikuai.ipddns.top:8888/rtp/239.3.1.42:8172
山西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-1.m3u8
山西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-10.m3u8
山西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-11.m3u8
陕西卫视,http://183.62.8.58:50085/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://h.vanshun.com:8802/udp/239.49.0.233:8000
陕西卫视,http://ikuai.ipddns.top:8888/rtp/239.3.1.41:8140
陕西卫视,https://t.freetv.fun/live/shan-xi-wei-shi.m3u8
陕西卫视,https://t.freetv.fun/live/shan-xi-wei-shi-6.m3u8
四川卫视,http://183.62.8.58:50085/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://www.wxzmz.com:8800/udp/239.49.8.110:8000
四川卫视,http://183.237.95.108:9901/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://120.198.84.146:9901/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://183.10.180.142:202/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&down=1
三沙卫视,http://14.153.167.94:4022/rtp/239.253.43.113:5146
三沙卫视,http://www.wxzmz.com:8800/udp/239.49.0.167:8000
三沙卫视,http://192.151.150.154/live/ssws.m3u8
三沙卫视,http://pplee.vicp.net:4022/udp/233.18.204.172:5140
三沙卫视,http://h.vanshun.com:8802/udp/239.49.0.167:8000
天津卫视,http://miwifi.dbus.io:8622/rtp/239.3.1.141:1234
天津卫视,http://www.wxzmz.com:8800/udp/239.49.8.148:6000
天津卫视,http://dentist.dsmv.top:7777/udp/239.49.8.148:6000
天津卫视,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.141:1234
天津卫视,http://107.150.60.122/live/tjwshd.m3u8
西藏卫视,http://14.153.167.94:4022/rtp/239.77.1.26:5146
西藏卫视,http://113.100.14.187:40000/rtp/239.77.1.26:5146
西藏卫视,http://113.100.14.187:40000/rtp/239.77.0.46:5146
西藏卫视,http://14.153.167.94:4022/rtp/239.77.0.46:5146
西藏卫视,http://14.145.187.131:4022/rtp/239.77.0.46:5146
新疆卫视,http://113.100.14.187:40000/rtp/239.77.0.47:5146
新疆卫视,http://113.100.14.187:40000/rtp/239.253.43.202:5146
新疆卫视,http://14.153.167.94:4022/rtp/239.253.43.202:5146
新疆卫视,http://14.153.167.94:4022/rtp/239.77.0.47:5146
新疆卫视,http://14.145.187.131:4022/rtp/239.253.43.202:5146
云南卫视,http://113.100.14.187:40000/rtp/239.253.43.100:5146
云南卫视,http://14.153.167.94:4022/rtp/239.253.43.100:5146
云南卫视,http://home.szjim.top:4000/udp/239.253.43.37:5146
云南卫视,http://www.wxzmz.com:8800/udp/239.49.0.177:8000
云南卫视,http://192.151.150.154/live/ynwshd.m3u8
兵团卫视,http://113.100.14.187:40000/rtp/239.77.1.107:5146
兵团卫视,http://113.100.14.187:40000/rtp/239.77.0.48:5146
兵团卫视,http://14.153.167.94:4022/rtp/239.77.0.48:5146
兵团卫视,http://14.145.187.131:4022/rtp/239.77.0.48:5146
兵团卫视,http://14.153.167.94:4022/rtp/239.77.1.107:5146
厦门卫视,http://ikuai.ipddns.top:8888/rtp/239.3.1.143:4120
厦门卫视,https://t.freetv.fun/live/sha-men-wei-shi-1.m3u8
厦门卫视,https://t.freetv.fun/live/sha-men-wei-shi.m3u8
厦门卫视,https://t.freetv.fun/live/sha-men-wei-shi-2.m3u8
厦门卫视,https://t.freetv.fun/live/sha-men-wei-shi-4.m3u8

☘️广东地面频道,#genre#
广东珠江,http://183.62.8.58:50085/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
广东珠江,http://183.237.95.108:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
广东珠江,http://183.10.180.142:202/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&down=1
广东珠江,http://14.153.167.94:4022/rtp/239.77.0.114:5146
广东珠江,http://120.198.84.146:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://14.145.187.131:4022/rtp/239.77.0.112:5146
广东体育,http://113.100.14.187:40000/rtp/239.77.0.112:5146
广东体育,http://14.153.167.94:4022/rtp/239.77.0.112:5146
广东体育,http://120.198.84.146:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://183.62.8.58:50085/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广东新闻,http://183.237.95.108:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
